Year,Region_Name,Bias_Desc,Count
2019,West,Anti-Islamic (Muslim),59
2019,West,Anti-Jehovah's Witness,2
2019,West,Anti-Jewish,243
2019,West,Anti-Lesbian (Female),38
2019,West,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",114
2019,West,Anti-Male,2
2019,West,Anti-Mental Disability,11
2019,West,Anti-Mormon,10
2019,West,"Anti-Multiple Races, Group",54
2019,West,"Anti-Multiple Religions, Group",16
2019,West,Anti-Native Hawaiian or Other Pacific Islander,6
2019,West,Anti-Other Christian,18
2019,West,Anti-Other Race/Ethnicity/Ancestry,106
2019,West,Anti-Other Religion,33
2019,West,Anti-Physical Disability,15
2019,West,Anti-Protestant,6
2019,West,Anti-Sikh,9
2019,West,Anti-Transgender,62
2019,West,Anti-White,157
2020,Midwest,Anti-American Indian or Alaska Native,29
2020,Midwest,Anti-Arab,17
2020,Midwest,Anti-Asian,25
2020,Midwest,Anti-Bisexual,4
2020,Midwest,Anti-Black or African American,548
2020,Midwest,Anti-Buddhist,2
2020,Midwest,Anti-Catholic,21
2020,Midwest,"Anti-Eastern Orthodox (Russian, Greek, Other)",17
2020,Midwest,Anti-Female,19
2020,Midwest,Anti-Gay (Male),100
2020,Midwest,Anti-Gender Non-Conforming,13
2020,Midwest,Anti-Heterosexual,2
2020,Midwest,Anti-Hindu,1
2020,Midwest,Anti-Hispanic or Latino,62
2020,Midwest,Anti-Islamic (Muslim),28
2020,Midwest,Anti-Jehovah's Witness,4
2020,Midwest,Anti-Jewish,61
2020,Midwest,Anti-Lesbian (Female),23
2020,Midwest,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",40
2020,Midwest,Anti-Male,4
2020,Midwest,Anti-Mental Disability,22
2020,Midwest,Anti-Mormon,1
2020,Midwest,"Anti-Multiple Races, Group",36
2020,Midwest,"Anti-Multiple Religions, Group",10
2020,Midwest,Anti-Native Hawaiian or Other Pacific Islander,5
2020,Midwest,Anti-Other Christian,11
2020,Midwest,Anti-Other Race/Ethnicity/Ancestry,42
2020,Midwest,Anti-Other Religion,22
2020,Midwest,Anti-Physical Disability,11
2020,Midwest,Anti-Protestant,1
2020,Midwest,Anti-Sikh,25
2020,Midwest,Anti-Transgender,20
2020,Midwest,Anti-White,264
2020,Northeast,Anti-American Indian or Alaska Native,5
2020,Northeast,Anti-Arab,43
2020,Northeast,Anti-Asian,124
2020,Northeast,Anti-Atheism/Agnosticism,1
2020,Northeast,Anti-Bisexual,3
2020,Northeast,Anti-Black or African American,1078
2020,Northeast,Anti-Buddhist,2
2020,Northeast,Anti-Catholic,22
2020,Northeast,Anti-Female,14
2020,Northeast,Anti-Gay (Male),179
2020,Northeast,Anti-Gender Non-Conforming,9
2020,Northeast,Anti-Heterosexual,6
2020,Northeast,Anti-Hindu,8
2020,Northeast,Anti-Hispanic or Latino,128
2020,Northeast,Anti-Islamic (Muslim),40
2020,Northeast,Anti-Jehovah's Witness,2
2020,Northeast,Anti-Jewish,505
2020,Northeast,Anti-Lesbian (Female),37
2020,Northeast,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",92
2020,Northeast,Anti-Male,2
2020,Northeast,Anti-Mental Disability,11
2020,Northeast,"Anti-Multiple Races, Group",48
2020,Northeast,"Anti-Multiple Religions, Group",10
2020,Northeast,Anti-Native Hawaiian or Other Pacific Islander,4
2020,Northeast,Anti-Other Christian,4
2020,Northeast,Anti-Other Race/Ethnicity/Ancestry,81
2020,Northeast,Anti-Other Religion,7
2020,Northeast,Anti-Physical Disability,8
2020,Northeast,Anti-Protestant,4
2020,Northeast,Anti-Sikh,14
2020,Northeast,Anti-Transgender,28
2020,Northeast,Anti-White,153
2020,Other,Anti-American Indian or Alaska Native,1
2020,Other,Anti-Arab,3
2020,Other,Anti-Asian,12
2020,Other,Anti-Bisexual,1
2020,Other,Anti-Black or African American,99
2020,Other,Anti-Buddhist,5
2020,Other,Anti-Catholic,5
2020,Other,Anti-Female,1
2020,Other,Anti-Gay (Male),12
2020,Other,Anti-Hispanic or Latino,5
2020,Other,Anti-Islamic (Muslim),4
2020,Other,Anti-Jewish,26
2020,Other,Anti-Lesbian (Female),4
2020,Other,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",4
2020,Other,"Anti-Multiple Races, Group",8
2020,Other,"Anti-Multiple Religions, Group",2
2020,Other,Anti-Other Christian,6
2020,Other,Anti-Other Race/Ethnicity/Ancestry,2
2020,Other,Anti-Other Religion,5
2020,Other,Anti-Transgender,10
2020,Other,Anti-White,1
2020,South,Anti-American Indian or Alaska Native,39
2020,South,Anti-Arab,15
2020,South,Anti-Asian,32
2020,South,Anti-Atheism/Agnosticism,6
2020,South,Anti-Bisexual,5
2020,South,Anti-Black or African American,812
2020,South,Anti-Buddhist,6
2020,South,Anti-Catholic,16
2020,South,"Anti-Eastern Orthodox (Russian, Greek, Other)",54
2020,South,Anti-Female,19
2020,South,Anti-Gay (Male),189
2020,South,Anti-Gender Non-Conforming,17
2020,South,Anti-Heterosexual,8
2020,South,Anti-Hindu,1
2020,South,Anti-Hispanic or Latino,126
2020,South,Anti-Islamic (Muslim),17
2020,South,Anti-Jewish,84
2020,South,Anti-Lesbian (Female),25
2020,South,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",81
2020,South,Anti-Male,9
2020,South,Anti-Mental Disability,28
2020,South,Anti-Mormon,3
2020,South,"Anti-Multiple Races, Group",73
2020,South,"Anti-Multiple Religions, Group",27
2020,South,Anti-Native Hawaiian or Other Pacific Islander,11
2020,South,Anti-Other Christian,14
2020,South,Anti-Other Race/Ethnicity/Ancestry,81
2020,South,Anti-Other Religion,26
2020,South,Anti-Physical Disability,21
2020,South,Anti-Protestant,10
2020,South,Anti-Sikh,92
2020,South,Anti-Transgender,48
2020,South,Anti-White,382
2020,West,Anti-American Indian or Alaska Native,41
2020,West,Anti-Arab,25
2020,West,Anti-Asian,147
2020,West,Anti-Atheism/Agnosticism,3
2020,West,Anti-Bisexual,10
2020,West,Anti-Black or African American,1044
2020,West,Anti-Buddhist,8
2020,West,Anti-Catholic,15
2020,West,"Anti-Eastern Orthodox (Russian, Greek, Other)",7
2020,West,Anti-Female,14
2020,West,Anti-Gay (Male),294
2020,West,Anti-Gender Non-Conforming,19
2020,West,Anti-Heterosexual,1
2020,West,Anti-Hindu,4
2020,West,Anti-Hispanic or Latino,300
2020,West,Anti-Islamic (Muslim),38
2020,West,Anti-Jewish,208
2020,West,Anti-Lesbian (Female),34
2020,West,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",97
2020,West,Anti-Male,9
2020,West,Anti-Mental Disability,12
2020,West,Anti-Mormon,5
2020,West,"Anti-Multiple Races, Group",70
2020,West,"Anti-Multiple Religions, Group",9
2020,West,Anti-Native Hawaiian or Other Pacific Islander,8
2020,West,Anti-Other Christian,22
2020,West,Anti-Other Race/Ethnicity/Ancestry,123
2020,West,Anti-Other Religion,31
2020,West,Anti-Physical Disability,17
2020,West,Anti-Protestant,15
2020,West,Anti-Sikh,19
2020,West,Anti-Transgender,101
2020,West,Anti-White,290
